control_time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,angular_vel_x,angular_vel_y,angular_vel_z,local_sp_x,local_sp_y,local_sp_z,local_sp_yaw,local_sp_vx,local_sp_vy,local_sp_vz,local_sp_ax,local_sp_ay,local_sp_az,local_sp_yawspeed,att_sp_qw,att_sp_qx,att_sp_qy,att_sp_qz,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_sp_thrust_x,rate_sp_thrust_y,rate_sp_thrust_z,target_x,target_y,target_z,target_yaw,phase,event,hover_thrust,hover_thrust_valid,takeoff_state,takeoff_tilt_limit,landed,ground_contact,maybe_landed,thrust_sp_x,thrust_sp_y,thrust_sp_z,torque_sp_x,torque_sp_y,torque_sp_z,actuator_motor_0,actuator_motor_1,actuator_motor_2,actuator_motor_3,actuator_motor_4,actuator_motor_5,actuator_motor_6,actuator_motor_7,actuator_motor_8,actuator_motor_9,actuator_motor_10,actuator_motor_11
0.347072,0.0121553,0.00360908,0.0543131,0.0122495,0.0141812,-0.000842129,-0.0199066,-0.0415173,-0.0139483,-0.0136575,-0.0187466,0.050995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0792967,0.16596,0.000567925,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0123376,0.023958,0.000639989,0.00199256,7.44091e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.357149,0.0122367,0.00373187,0.0544037,0.0135647,0.014992,-0.00122656,-0.0199407,-0.0415056,-0.0134523,-0.00142167,0.000164386,0.0553701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0798077,0.166553,0.000478766,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0123376,0.023958,0.000639989,0.00199256,7.44091e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.366463,0.0123465,0.00388316,0.0544859,0.0120228,0.0148948,-0.0013169,-0.0199526,-0.0417036,-0.0129964,0.000870771,-0.0231138,0.0504367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0798077,0.166553,0.000478766,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0104532,0.022267,-0.00169747,0.00198624,0,0.00200688,6.88425e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.3785,0.0125159,0.00414406,0.0546413,0.012111,0.0156418,-0.00207274,-0.0199275,-0.0417759,-0.0128207,0.00519796,-0.016619,-0.00606298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0796722,0.167092,0.00131489,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0104532,0.022267,-0.00169747,0.00198624,0,0.00200688,6.88425e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.385471,0.0125979,0.00427785,0.0547119,0.0132227,0.0163833,-0.00183938,-0.0199191,-0.0416296,-0.0130953,-0.000257285,0.0169523,-0.0302028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0796722,0.167092,0.00131489,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.010719,0.0285174,-0.00189848,0.00198211,0,0.00200895,8.94822e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.400045,0.0126828,0.00441759,0.054782,0.0114217,0.016761,-0.00165816,-0.0199119,-0.0417203,-0.0135206,-0.00107729,-0.0092066,-0.0473425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0796222,0.166864,0.0023534,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0117241,0.0252898,-0.000234425,0.00198424,0,0.00200788,7.8829e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.407106,0.012765,0.0045622,0.0548495,0.0128662,0.017007,-0.00193446,-0.0198087,-0.0415814,-0.0139961,0.00937955,0.0164764,-0.052424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0796222,0.166864,0.0023534,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0103228,0.0229043,0.00111886,0.00199291,7.09502e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.416954,0.0128607,0.00471487,0.0549129,0.0135242,0.0184861,-0.00195314,-0.0197577,-0.0416927,-0.0143668,0.00404536,-0.0116276,-0.0413186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0790041,0.166755,0.00219073,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0103228,0.0229043,0.00111886,0.00199291,7.09502e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.426187,0.0129627,0.00488009,0.0549755,0.0153495,0.0201888,-0.00142632,-0.0197328,-0.0415904,-0.014569,0.001914,0.0117382,-0.0220012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0790041,0.166755,0.00219073,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0118234,0.0257298,0.00246165,0.00199197,8.02591e-06,0.002,8.07897e-11,nan,nan,nan,nan,nan,nan,nan,nan
0.436495,0.0130671,0.00504317,0.0550509,0.0168837,0.0224571,-0.00230157,-0.0197237,-0.0417192,-0.0145063,0.00139979,-0.0145953,0.00687794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0789066,0.16686,0.000718357,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0118234,0.0257298,0.00246165,0.00199197,8.02591e-06,0.002,8.07897e-11,nan,nan,nan,nan,nan,nan,nan,nan
