timestamp_us,px,py,pz,qw,qx,qy,qz
260875529,-0.00445801,0.00899921,1.02645,0.997287,-0.00430369,-0.00294348,-0.0734252
261053995,-0.00501747,0.0103614,1.02455,0.997277,-0.00487596,-0.00454109,-0.0734398
261204672,-0.00624359,0.0116762,1.02506,0.997285,-0.00429142,-0.00252173,-0.0734768
261376865,-0.00792758,0.0125763,1.01916,0.997295,-0.0038755,-0.00233377,-0.0733607
261554739,-0.00941947,0.0150266,1.02335,0.997284,-0.00420836,-0.00325419,-0.0734592
261706359,-0.0107294,0.0158714,1.02307,0.997291,-0.00406558,-0.00272563,-0.0733974
261878380,-0.0123885,0.0170448,1.01644,0.99731,-0.00411679,-0.0028261,-0.0731309
262078503,-0.0136375,0.0189349,1.01312,0.997316,-0.0043835,-0.00440032,-0.0729547
262225607,-0.0153629,0.0208149,1.02007,0.997341,-0.002169,-0.000672894,-0.0728409
262405676,-0.0166342,0.0228242,1.0106,0.997342,-0.00184327,0.000231243,-0.0728446
262566412,-0.0174728,0.0244396,1.00661,0.997346,-0.00162706,-0.000764237,-0.0727834
262697764,-0.0185501,0.0247276,1.00779,0.997361,-0.00351642,-0.00367245,-0.07242
262884354,-0.0196175,0.0235258,1.01102,0.997372,-0.00308279,-0.00264496,-0.0723403
263135334,-0.0210069,0.0246595,1.0045,0.997386,-0.00263653,-0.00187091,-0.0721883
263265297,-0.021322,0.0266288,1.00396,0.997372,-0.00471075,-0.00281742,-0.072239
263442151,-0.0213578,0.0269326,0.997768,0.997373,-0.00586602,-0.00436,-0.0720672
263585042,-0.0223178,0.0254374,0.995293,0.997403,-0.00273783,-0.000906544,-0.0719669
263747890,-0.0229,0.0277079,0.996015,0.997395,-0.00436958,-0.00276059,-0.0719537
263918217,-0.0230002,0.0259052,1.00174,0.997393,-0.00258053,-0.000839335,-0.0721114
264065479,-0.022801,0.0247474,0.998515,0.997388,-0.00202405,-0.0016073,-0.0721856
264236087,-0.0213021,0.0250124,1.00478,0.997375,-0.00132545,-0.00208562,-0.0723683
264405960,-0.0204703,0.0227943,1.01228,0.997382,-0.00194024,-0.000792357,-0.0722853
264566258,-0.0209246,0.0231557,1.01549,0.997357,5.97718e-05,0.00376062,-0.0725622
264765592,-0.0180984,0.0211546,1.01187,0.99737,-0.00154917,0.00246126,-0.0724204
264925771,-0.0147488,0.0187369,1.01538,0.99736,-0.00254478,-0.000247163,-0.0725708
265095708,-0.0114515,0.0176877,1.01568,0.997354,-0.00352751,-0.000483824,-0.0726097
265256177,-0.00841733,0.0141994,1,0.997356,-0.00415011,-0.00201688,-0.0725279
265456009,-0.00414978,0.0116937,0.998858,0.997351,-0.00468977,-0.00297534,-0.0725242
265617510,-0.00282438,0.00867775,1.00697,0.99735,-0.0043383,-0.00269922,-0.072571
265816342,0.00121791,0.0051173,1.00041,0.99735,-0.00341256,-0.00109662,-0.0726683
265976080,0.00455006,0.00232671,0.999801,0.997359,-0.00377337,-0.00224525,-0.0725028
266136013,0.00906111,0.00200247,0.999801,0.997348,-0.00461054,-0.0038505,-0.0725368
266316404,0.0134764,0.000463034,0.997161,0.997332,-0.00540868,-0.00503817,-0.0726263
266477066,0.0167351,-0.00119043,0.985534,0.997345,-0.00386015,-0.0039019,-0.0726105
266695686,0.0199935,-0.00328614,0.989736,0.997348,-0.00372899,-0.00360913,-0.0725971
266835312,0.0231916,-0.0046409,0.996479,0.99736,-0.00318686,-0.00387398,-0.0724466
266977178,0.024735,-0.00689442,0.989227,0.997366,-0.00343912,-0.00210902,-0.0724255
267227512,0.0289595,-0.00940843,0.991919,0.997353,-0.00507769,-0.00563301,-0.0723162
267396115,0.0317687,-0.00983605,1.02029,0.997326,-0.00340798,-0.00663214,-0.0727041
267586565,0.0311731,-0.0113401,1.01374,0.997374,-0.00310434,-0.00103533,-0.0723461
267754576,0.0321645,-0.0103185,1.00577,0.997391,-0.00340387,-0.000986622,-0.0720984
267918238,0.0332729,-0.00929449,1.00275,0.997386,-0.00486462,-0.00436829,-0.0719582
268148625,0.0351076,-0.0113933,1.00632,0.997396,-0.00555627,-0.00493772,-0.0717334
